,position,country,name,club,boots,age,height,ACL
11213,Defender,Italy,Niccolò Corrado,Brescia Calcio,,24,179,0
11214,Forward,Italy,Niccolò Giannetti,,,33,181,0
11215,Defender,Italy,Niccolò Pierozzi,Palermo FC,Puma Ultra Ultimate,22,184,0
11216,Midfielder,Italy,Niccolò Pietra,,,20,189,0
11217,Midfielder,Italy,Niccolò Pisilli,AS Roma,Puma Future 7 Ultimate,19,180,0
11218,Midfielder,Italy,Niccolò Zanellato,,Nike Tiempo Legend 10 Elite,26,187,0
11219,Forward,Moldova,Nichita Covali,,,21,177,0
11220,Goalkeeper,Switzerland,Nicholas Ammeter,,Nike Phantom VNM Elite,23,191,0
11221,Goalkeeper,Denmark,Nicholas Beetson,FC Midtjylland,,19,187,0
11222,Midfielder,Italy,Nicholas Bensaja,,,29,178,0
11223,Forward,United States,Nicholas Gioacchini,,adidas X Crazyfast Elite LL,24,183,0
11224,Defender,Cyprus,Nicholas Ioannou,,,28,183,0
11225,Defender,Ghana,Nicholas Opoku,,Puma Ultra Ultimate,27,190,0
11226,Forward,Italy,Nicholas Pierini,US Sassuolo,Nike Mercurial Vapor 15 Elite,26,176,0
11227,Midfielder,England,Nick Blackman,,,34,188,0
11228,Forward,England,Nick Clayton-Phillips,,,24,175,0
11229,Goalkeeper,England,Nick Pope,Newcastle United,Nike Tiempo Legend 10 Elite,32,198,0
11230,Midfielder,England,Nick Powell,,adidas X Speedportal 99 Leather.1,30,183,0
11231,Goalkeeper,United States,Nick Rimando,,Nike Magista Opus II Elite,45,178,0
11232,Goalkeeper,Belgium,Nick Shinton,,Nike Mercurial Vapor 15 Elite,23,194,0
11233,Midfielder,United States,Nick Taitague,,adidas Nemeziz.1,25,173,0
11234,Defender,Netherlands,Nick Viergever,,Nike Phantom GT2 Elite,35,183,0
11235,Forward,Germany,Nick Woltemade,VfB Stuttgart,Nike Mercurial Superfly 8 Elite,22,198,0
11236,Forward,Denmark,Nicki Bille Nielsen,,adidas X Crazyfast Elite,36,181,0
11237,Forward,Denmark,Nicklas Bendtner,,adidas Nemeziz.1,36,194,0
11238,Forward,Denmark,Nicklas Helenius,,Nike Mercurial Superfly 9 Elite,33,195,0
11239,Midfielder,Sweden,Niclas Eliasson,AEK Athens,Nike Mercurial Vapor 15 Elite,28,178,0
11240,Forward,Germany,Niclas Füllkrug,West Ham United,Nike Mercurial Vapor 14 Elite,31,189,0
11241,Goalkeeper,Germany,Niclas Thiede,,Puma Future Ultimate,25,186,0
11242,Defender,Germany,Nico Beyer,,,27,189,0
11243,Midfielder,Germany,Nico Brandenburger,,Nike Phantom GX 2 Elite,29,179,0
11244,Goalkeeper,Germany,Nico Burchert,,adidas Predator LZ,37,192,0
11245,Defender,Switzerland,Nico Elvedi,Borussia Mönchengladbach,Puma Future 7 Ultimate,27,189,0
11246,Forward,Argentina,Nico González,Juventus,adidas F50 Elite,26,180,0
11247,Midfielder,Spain,Nico González,FC Porto,Nike Tiempo Legend 9 Elite,22,188,0
11248,Forward,Switzerland,Nico Maier,,adidas X Crazyfast Elite,24,173,0
11249,Goalkeeper,Germany,Nico Mantl,,Nike Phantom GX Elite DF,24,193,0
11250,Midfielder,Spain,Nico Melamed,UD Almería,Nike Mercurial Superfly 9 Elite,23,173,0
11251,Midfielder,Argentina,Nico Paz,,adidas F50 Elite,19,186,0
11252,Midfielder,Italy,Nico Pulzetti,,Mizuno Morelia Neo,40,176,0
11253,Midfielder,Germany,Nico Rinderknecht,,,26,182,0
11254,Defender,Germany,Nico Schlotterbeck,Borussia Dortmund,adidas F50 Elite,24,191,0
11255,Defender,Germany,Nico Schulz,,adidas X Crazyfast Elite LL,31,180,0
11256,Forward,Spain,Nico Serrano,Athletic Club,Nike Mercurial Vapor 16 Elite,21,176,0
11257,Forward,Spain,Nico Williams,Athletic Club,Nike Mercurial Vapor 16 Elite,22,181,0
11258,Midfielder,Italy,Nicola Andreoli,,,36,180,0
11259,Goalkeeper,Italy,Nicola Bagnolini,Bologna FC 1909,Lotto Solista 100 Gravity,20,194,0
11260,Midfielder,Italy,Nicola Bellomo,,Nike Tiempo Legend 10 Elite,33,174,0
11261,Defender,Italy,Nicola Belmonte,,adidas X Crazyfast Elite,37,183,0
11262,Goalkeeper,Italy,Nicola Borghetto,,adidas Predator Elite LL,24,188,0
11263,Midfielder,Italy,Nicola Capellini,,,33,184,0
11264,Forward,Italy,Nicola Citro,,Nike Mercurial Superfly V,35,172,0
11265,Forward,Italy,Nicola Dalmonte,US Salernitana 1919,,26,169,0
11266,Defender,Italy,Nicola Falasco,,adidas X 17+ Purespeed,30,182,0
11267,Midfielder,Italy,Nicola Gori,,,27,176,0
11268,Midfielder,Germany,Nicola Guglielmelli,,,27,170,0
11269,Goalkeeper,Italy,Nicola Leali,Genoa CFC,Mizuno Morelia Neo III Beta,31,188,0
11270,Midfielder,Italy,Nicola Mosti,,,26,177,0
11271,Defender,Italy,Nicola Murru,,adidas X Crazyfast Elite,29,180,0
11272,Forward,San Marino,Nicola Nanni,,,24,190,0
11273,Forward,Italy,Nicola Pozzi,,Asics Lethal Tigreor 7 K,38,182,0
11274,Forward,Italy,Nicola Rauti,,adidas X Speedflow+,24,180,0
11275,Goalkeeper,Italy,Nicola Ravaglia,UC Sampdoria,Lotto Solista 200,35,184,0
11276,Midfielder,Italy,Nicola Rigoni,,adidas X 19.1,33,185,0
11277,Goalkeeper,Italy,Nicola Sambo,,,28,189,0
11278,Forward,Italy,Nicola Sansone,US Lecce,Puma King Ultimate,32,174,0
11279,Midfielder,Poland,Nicola Zalewski,AS Roma,Nike Mercurial Superfly 9 Elite,22,175,0
11280,Midfielder,Romania,Nicolae Stanciu,,Nike Phantom GT2 Elite,31,170,0
11281,Defender,Denmark,Nicolai Boilesen,FC Copenhagen,adidas Copa 20.1,32,186,0
11282,Defender,Denmark,Nicolai Johansen,,,30,184,0
11283,Forward,Denmark,Nicolai Jörgensen,,Nike Mercurial Superfly 9 Elite,33,190,0
11284,Defender,Germany,Nicolai Lorenzoni,,Nike Phantom GX 2 Elite,32,180,0
11285,Midfielder,Germany,Nicolai Müller,,Nike Tiempo Legend VII Elite,36,173,1
11286,Midfielder,Germany,Nicolai Rapp,,Nike Tiempo Legend 10 Elite,27,186,0
11287,Midfielder,Denmark,Nicolaj Thomsen,,adidas X Ghosted+,31,180,0
11288,Forward,Italy,Nicolao Dumitru,,Puma Ultra 1.1,32,184,0
11289,Goalkeeper,Brazil,Nícolas,,adidas X Crazyfast Elite,36,190,0
11290,Defender,Spain,Nicolás Aguirre,,,31,191,0
11291,Forward,France,Nicolas Anelka,,Nike Phantom GX 2 Elite,45,185,0
11292,Midfielder,Colombia,Nicolás Benedetti,,,27,177,0
11293,Forward,France,Nicolas Benezet,,adidas Nemeziz.1,33,170,0
11294,Defender,Argentina,Nicolás Burdisso,,adidas Predator Elite,43,182,0
11295,Defender,Switzerland,Nicolas Bürgy,,Nike Mercurial Vapor XI Elite,29,185,0
11296,Midfielder,Argentina,Nicolás Capaldo,Red Bull Salzburg,adidas F50 Elite,25,177,0
11297,Forward,Chile,Nicolás Castillo,,adidas X Speedflow+,31,177,0
11298,Midfielder,Argentina,Nicolás Castro,Elche CF,,23,182,0
11299,Defender,France,Nicolas Cozza,FC Nantes,adidas X Crazyfast Elite LL,25,178,0
11300,Midfielder,Uruguay,Nicolás de la Cruz,,Nike Mercurial Vapor 15 Elite,27,167,0
11301,Forward,France,Nicolas de Préville,ESTAC Troyes,adidas X Crazyfast Elite,33,182,0
11302,Midfielder,Argentina,Nicolás Domínguez,Nottingham Forest,adidas Predator Elite LL,26,179,0
11303,Goalkeeper,France,Nicolas Douchez,,adidas X Crazyfast Elite,44,186,0
11304,Midfielder,Argentina,Nicolás Fernández Mercau,Elche CF,adidas Copa Pure.1,24,172,0
11305,Midfielder,Brazil,Nicolas Firmino,,,23,180,0
11306,Defender,Argentina,Nicolás Freire,,adidas Predator Elite,30,187,0
11307,Defender,France,Nicolas Frey,,adidas Predator Elite,40,184,0
11308,Midfielder,Argentina,Nicolás Gaitán,,adidas Predator Elite,36,173,0
11309,Midfielder,Italy,Nicolas Galazzi,Brescia Calcio,New Balance Furon Pro v7+,23,182,0
11310,Midfielder,Spain,Nicolás Garmendia,,,26,176,0
11311,Defender,Argentina,Nicolás Gorosito,,,36,186,0
11312,Midfielder,Switzerland,Nicolas Haas,Empoli FC,Nike Phantom GT2 Elite,28,178,0
11313,Midfielder,Germany,Nicolas Höfler,SC Freiburg,Puma King Ultimate,34,181,0
11314,Forward,Switzerland,Nicolas Hunziker,,,28,180,0
11315,Forward,Argentina,Nicolás Ibáñez,,,30,180,0
11316,Defender,France,Nicolas Isimat-Mirin,,Puma Ultra 1.1,32,187,0
11317,Forward,Senegal,Nicolas Jackson,Chelsea,Nike Mercurial Superfly 10 Elite,23,188,0
11318,Midfielder,France,Nicolas Janvier,,adidas X Speedflow+,26,171,0
11319,Forward,Germany,Nicolas Kühn,Celtic FC,Nike Mercurial Vapor 15 Elite,24,174,0
11320,Midfielder,Italy,Nicolas La Vigna,,,27,173,0
11321,Goalkeeper,France,Nicolas Lemaître,ESTAC Troyes,,27,189,0
11322,Midfielder,Uruguay,Nicolás Lodeiro,,Nike Mercurial Vapor 15 Elite,34,173,0
11323,Defender,Belgium,Nicolas Lombaerts,,Nike Tiempo Legend 10 Elite,39,188,0
11324,Forward,Uruguay,Nicolás López,,Nike Phantom GX 2 Elite,30,175,0
11325,Midfielder,Denmark,Nicolas Madsen,Queens Park Rangers,adidas Nemeziz.1,24,192,0
11326,Midfielder,Argentina,Nicolás Martínez,,,36,169,0
11327,Forward,France,Nicolas Maurice-Belay,,Nike Hypervenom Phinish,39,182,0
11328,Forward,France,Nicolas Mercier,AJ Auxerre,adidas X Crazyfast Elite LL,21,174,0
11329,Forward,Cameroon,Nicolas Moumi Ngamaleu,,Nike Mercurial Vapor 15 Elite,30,181,0
11330,Defender,Cameroon,Nicolas N'Koulou,,adidas Copa Sense.1,34,184,0
11331,Defender,Argentina,Nicolás Otamendi,SL Benfica,Nike Tiempo Legend 10 Elite,36,183,0
11332,Defender,France,Nicolas Pallois,FC Nantes,Puma Future 7 Ultimate,36,189,0
11333,Defender,Argentina,Nicolás Pareja,,adidas X Crazyfast Elite,40,183,0
11334,Goalkeeper,France,Nicolas Penneteau,,adidas Predator Elite,43,185,0
11335,Goalkeeper,France,Nicolas Penneteau,,Nike Phantom GT2 Elite,43,185,0
11336,Forward,-,Nicolas Pépé,Villarreal CF,Nike Mercurial Vapor 15 Elite,29,183,0
11337,Defender,Italy,Nicolas Poggi,,,25,184,0
11338,Forward,Uruguay,Nicolás Quagliata,,,25,172,0
11339,Midfielder,Belgium,Nicolas Raskin,Rangers FC,Nike Mercurial Vapor 16 Elite,23,178,0
11340,Defender,Guadeloupe,Nicolas Saint-Ruf,AS Nancy Lorraine,,31,186,0
11341,Goalkeeper,United States,Nicolás Samayoa,,,28,180,0
11342,Forward,Uruguay,Nicolás Schiappacasse,,Nike Mercurial Superfly 9 Elite,25,182,0
11343,Midfielder,Austria,Nicolas Seiwald,RB Leipzig,Nike Phantom GX 2 Elite,23,179,0
11344,Midfielder,Germany,Nicolas Sessa,,,28,170,0
11345,Midfielder,France,Nicolas Seube,,Nike Phantom GX 2 Elite,45,180,0
11346,Defender,Argentina,Nicolás Spolli,,adidas Nemeziz.1,41,192,0
11347,Defender,Argentina,Nicolás Tagliafico,Olympique Lyonnais,Nike Phantom Luna 2 Elite,32,172,0
11348,Midfielder,Italy,Nicolas Viola,Cagliari Calcio,adidas X Crazyfast Elite,34,180,0
11349,Defender,Italy,Nicolò Armini,FC Crotone,adidas Predator 20.1,23,185,0
11350,Midfielder,Italy,Nicolò Barella,Inter,Nike Mercurial Vapor 16 Elite,27,175,0
11351,Defender,Italy,Nicolò Bertola,Spezia Calcio,,21,192,0
11352,Defender,Italy,Nicolò Brighenti,,Lotto Solista 200,35,178,0
11353,Forward,Italy,Nicolò Cambiaghi,Bologna FC 1909,adidas X Crazyfast Elite LL,23,173,0
11354,Defender,Italy,Nicolò Casale,Bologna FC 1909,Puma Ultra Ultimate,26,191,0
11355,Midfielder,Italy,Nicolò Cavuoti,,,21,177,0
11356,Defender,Italy,Nicolò Cherubin,,Nike Phantom GX 2 Elite,37,188,0
11357,Defender,Italy,Nicolò Evangelisti,,,21,184,0
11358,Midfielder,Italy,Nicolò Fagioli,Juventus,adidas F50 Elite,23,178,0
11359,Forward,Italy,Nicolò Fazzi,,Nike Mercurial Superfly 9 Elite,29,180,0
11360,Midfielder,Italy,Nicolò Francofonte,,,23,183,0
11361,Goalkeeper,Italy,Nicolò Manfredini,Benevento Calcio,Lotto Solista 200,36,190,0
11362,Defender,Italy,Nicolò Milani,,,23,188,0
11363,Midfielder,Italy,Nicolò Rovella,SS Lazio,adidas Predator Elite,22,179,0
11364,Defender,Italy,Nicolò Savona,Juventus,adidas F50 Elite,21,192,0
11365,Forward,Italy,Nicolò Simeoni,,,25,190,0
11366,Defender,Italy,Nicolò Sperotto,,,32,182,0
11367,Midfielder,Italy,Nicolò Zaniolo,Atalanta BC,adidas Copa Pure 2 Elite,25,190,1
11368,Goalkeeper,Netherlands,Niek Schiks,PSV Eindhoven,,20,188,0
11369,Goalkeeper,Belgium,Niels Devalckeneer,Royal Antwerp FC,,20,193,0
11370,Defender,France,Niels Nkounkou,Eintracht Frankfurt,adidas F50 Elite,23,180,0
11371,Midfielder,Netherlands,Nigel de Jong,,adidas X 15+ Primeknit,39,174,0
11372,Midfielder,Azerbaijan,Nihad Quliyev,,,23,183,0
11373,Defender,Ghana,Nii Nortey Ashong,,,29,178,0
11374,Midfielder,Japan,Nijat Mehbaliyev,,,27,178,0
11375,Forward,Slovenia,Nik Prelec,,Nike Mercurial Vapor Next Nature,23,187,0
11376,Defender,Togo,Nikell Touglo,,,22,186,0
11377,Goalkeeper,Finland,Niki Mäenpää,,Nike Mercurial Vapor 14 Elite,39,187,0
11378,Midfielder,Denmark,Niki Zimling,,adidas X Crazyfast Elite,39,178,0
11379,Forward,Croatia,Nikica Jelavić,,Nike Tiempo Legend 10 Elite,39,188,0
11380,Defender,Russia,Nikita Chernov,Spartak Moscow,Nike Tiempo Legend 10 Elite,28,188,0
11381,Goalkeeper,Italy,Nikita Contini,SSC Napoli,adidas Predator Elite,28,190,0
11382,Forward,Russia,Nikita Iosifov,,Nike Mercurial Vapor 15 Elite,23,175,0
11383,Midfielder,Belarus,Nikita Korzun,,,29,174,0
11384,Goalkeeper,Russia,Nikita Medvedev,,Nike Tiempo Legend 10 Elite,29,192,0
11385,Midfielder,Australia,Nikita Rukavytsya,,Nike Mercurial Vapor 15 Elite,37,185,0
11386,Midfielder,Germany,Niklas Dorsch,1. FC Heidenheim 1846,Nike Phantom GX 2 Elite,26,178,0
11387,Defender,Austria,Niklas Geyrhofer,SK Sturm Graz,,24,188,0
11388,Defender,Norway,Niklas Gunnarsson,,,33,188,0
11389,Midfielder,Germany,Niklas Hauptmann,,adidas X 19.1,28,176,0
11390,Defender,Sweden,Niklas Hult,,Nike Mercurial Vapor XIII Elite,34,173,0
11391,Midfielder,Germany,Niklas Jahn,VfL Bochum,,20,172,0
11392,Goalkeeper,Germany,Niklas Kern,,,25,187,0
11393,Goalkeeper,Germany,Niklas Klinger,VfL Wolfsburg,Nike Mercurial Vapor 15 Elite,28,187,0
11394,Goalkeeper,Germany,Niklas Lomb,Bayer 04 Leverkusen,adidas Predator Accuracy.1 L,31,186,0
11395,Defender,Finland,Niklas Moisander,Malmö FF,adidas Copa Sense.1,38,183,0
11396,Midfielder,Finland,Niklas Pyyhtiä,Bologna FC 1909,,20,188,0
11397,Midfielder,Germany,Niklas Schmidt,Toulouse FC,adidas Predator Elite FT,26,184,0
11398,Defender,Germany,Niklas Stark,SV Werder Bremen,adidas Predator Elite,29,190,0
11399,Defender,Germany,Niklas Süle,Borussia Dortmund,Nike Tiempo Legend 10 Elite,29,195,1
11400,Midfielder,Germany,Niklas Tauer,,adidas X Speedflow.1,23,183,0
11401,Defender,Germany,Niklas Teichgräber,,adidas 11pro,28,178,0
11402,Defender,Germany,Niko Bungert,,Puma Ultra 1.1,37,188,0
11403,Midfielder,Germany,Niko Dobros,,,31,179,0
11404,Defender,Germany,Niko Gießelmann,SpVgg Greuther Fürth,Nike Mercurial Vapor 15 Elite,32,182,0
11405,Defender,Finland,Niko Hämäläinen,,Nike Mercurial Vapor XIII Elite,27,185,0
11406,Midfielder,Croatia,Niko Jankovic,,,23,186,0
11407,Midfielder,Croatia,Niko Kranjčar,,adidas Predator Elite,40,186,0
11408,Forward,Serbia,Nikola Cumic,,Nike Mercurial Superfly 8 Elite,25,178,0
11409,Forward,Serbia,Nikola Djurdjić,,Nike Mercurial Vapor 15 Elite,38,184,0
11410,Forward,Austria,Nikola Dovedan,,Nike Mercurial Vapor XIII Elite,30,172,0
11411,Defender,Serbia,Nikola Glisic,,,25,175,0
11412,Midfielder,Macedonia,Nikola Jakimovski,,,34,187,0
11413,Forward,Croatia,Nikola Kalinic,,adidas X Crazyfast Elite,36,187,0
11414,Defender,Croatia,Nikola Katic,,,27,194,0
11415,Midfielder,Serbia,Nikola Knezevic,Red Star Belgrade,,21,180,0
11416,Forward,Montenegro,Nikola Krstovic,US Lecce,Nike Phantom GX Elite DF,24,185,0
11417,Defender,Serbia,Nikola Maksimovic,,Nike Mercurial Vapor 15 Elite,32,193,0
11418,Defender,Serbia,Nikola Maras,Real Sporting de Gijón,Puma Future 7 Ultimate,28,189,0
11419,Defender,Serbia,Nikola Milenković,Nottingham Forest,adidas Copa Pure 2 Elite,26,195,0
11420,Forward,Serbia,Nikola Mituljikic,,adidas X Speedportal.1,21,180,0
11421,Midfielder,Croatia,Nikola Moro,Bologna FC 1909,adidas X Crazyfast Elite,26,184,0
11422,Forward,Serbia,Nikola Ninkovic,,Nike Mercurial Vapor XIII Elite,29,182,0
11423,Defender,Serbia,Nikola Pejović,,,25,185,0
11424,Midfielder,Serbia,Nikola Petkovic,,,21,181,0
11425,Forward,Italy,Nikola Sekulov,UC Sampdoria,,22,185,0
11426,Defender,Croatia,Nikola Soldo,1. FC Köln,adidas Predator Elite,23,189,0
11427,Midfielder,Serbia,Nikola Stankovic,,,21,181,0
11428,Forward,Serbia,Nikola Stojiljkovic,,Puma Ultra 1.1,32,182,0
11429,Midfielder,Belgium,Nikola Storm,,,29,178,0
11430,Forward,Serbia,Nikola Stulic,,,22,188,0
11431,Defender,Serbia,Nikola Vasiljevic,,,33,191,0
11432,Goalkeeper,Serbia,Nikola Vasiljevic,,Nike Mercurial Vapor 14 Elite,28,202,0
11433,Midfielder,Croatia,Nikola Vlašić,Torino FC,Nike Phantom GX 2 Elite,26,179,0
11434,Defender,Montenegro,Nikola Vujadinovic,,,38,192,0
11435,Midfielder,Montenegro,Nikola Vukcevic,,adidas X 19.1,32,187,0
11436,Defender,Finland,Nikolai Alho,,adidas Nemeziz.1,31,172,0
11437,Forward,Denmark,Nikolai Baden Frederiksen,,,24,179,0
11438,Goalkeeper,Germany,Nikolai Kemlein,,,22,190,0
11439,Goalkeeper,Germany,Nikolai Rehnen,,adidas Predator 19.1,27,191,0
11440,Goalkeeper,Greece,Nikolaos Botis,Olympiacos Piraeus,adidas Predator Elite,20,196,0
11441,Goalkeeper,Greece,Nikolaos Bourganis,,,27,189,0
11442,Goalkeeper,Greece,Nikolaos Christogeorgos,,adidas X Speedflow.1,24,193,0
11443,Defender,Greece,Nikolaos Michelis,,,23,192,0
11444,Forward,Greece,Nikolaos Vergos,,,28,185,0
11445,Defender,Denmark,Nikolas Dyhr,,Nike Mercurial Vapor 15 Elite,23,179,0
11446,Defender,Cyprus,Nikolas Ioannou,UC Sampdoria,Nike Mercurial Vapor 14 Elite,28,183,0
11447,Midfielder,Denmark,Nikolas Nartey,VfB Stuttgart,Puma Future 7 Ultimate,24,185,0
11448,Forward,Slovakia,Nikolas Spalek,,Nike Mercurial Vapor XIII Elite,27,171,0
11449,Defender,Austria,Nikolas Veratschnig,1. FSV Mainz 05,,21,180,0
11450,Goalkeeper,Bulgaria,Nikolay Mihaylov,,Nike Tiempo Legend 10 Elite,36,194,0
11451,Defender,Russia,Nikolay Rasskazov,,adidas X Crazyfast Elite,26,180,0
11452,Forward,-,Nikolay Signevich,,adidas F50 Adizero Messi,32,194,0
11453,Defender,Macedonia,Nikolce Noveski,,adidas Nitrocharge,45,190,0
11454,Midfielder,-,Nikoloz Ninua,,Nike Mercurial Vapor XIII Elite,25,186,0
11455,Defender,Greece,Nikos Karabelas,,adidas X Crazyfast Elite,39,179,0
11456,Forward,Greece,Nikos Vergos,,Nike Mercurial Superfly 9 Elite,28,185,0
11457,Forward,Congo Dr,Nill De Pauw,,,34,180,0
11458,Goalkeeper,Germany,Nils Körber,SpVgg Greuther Fürth,Nike Tiempo Legend 10 Elite,27,189,0
11459,Forward,Germany,Nils Petersen,,adidas Copa Pure 2 Elite,35,188,0
11460,Forward,Germany,Nils Quaschner,,Nike Mercurial Vapor 15 Elite,30,184,0
11461,Goalkeeper,Sweden,Nils Ramming,,,17,194,0
11462,Midfielder,Germany,Nils Seufert,,Nike Mercurial Vapor 14 Elite,27,182,0
11463,Midfielder,Germany,Nils Stendera,,Puma Ultra 1.1,23,177,0
11464,Defender,Sweden,Nils Zätterström,Malmö FF,,19,192,0
11465,Forward,Ecuador,Nilson Angulo,RSC Anderlecht,,21,183,0
11466,Defender,Peru,Nilson Loyola,,Nike Mercurial Vapor 15 Elite,29,175,0
11467,Forward,Spain,Nino,,Puma Ultra Ultimate,44,169,0
11468,Goalkeeper,Slovenia,Nino Irgolic,,,26,188,0
11469,Forward,Slovenia,Nino Zugelj,,Nike Mercurial Superfly 9 Elite,24,189,0
11470,Midfielder,Israel,Nir Bitton,,adidas Copa Pure 2 Elite,32,196,0
11471,Forward,Switzerland,Nishan Burkart,,Puma Ultra Ultimate,24,175,0
11472,Midfielder,Serbia,Njegos Petrovic,,Nike Mercurial Vapor 15 Elite,25,185,0
11473,Defender,Germany,Nnamdi Collins,Eintracht Frankfurt,Puma Future 7 Ultimate,20,191,0
11474,Midfielder,Nigeria,Nnamdi Oduamadi,,Nike Hypervenom Phantom III Elite,33,175,0
11475,Midfielder,Nigeria,Nnamdi Ofoborh,,,24,175,0
11476,Forward,Algeria,Noa Cervantes,,,21,178,0
11477,Forward,Netherlands,Noa Lang,PSV Eindhoven,adidas X Crazyfast+,25,170,0
11478,Goalkeeper,Germany,Noah Atubolu,SC Freiburg,Puma Future 7 Ultimate,22,190,0
11479,Defender,Sweden,Noah Eile,,Puma Future Ultimate,22,195,0
11480,Defender,Senegal,Noah Fadiga,KAA Gent,adidas X Crazyfast Elite,24,187,0
11481,Forward,France,Noah Fatar,,adidas X Crazyfast Elite LL,22,170,0
11482,Midfielder,Hungary,Noah Fenyő,,,18,182,0
11483,Midfielder,France,Noah Françoise,,adidas X Crazyfast Elite LL,21,177,0
11484,Goalkeeper,Ireland,Noah Jauny,Stade Brestois 29,adidas Predator Elite,20,194,0
11485,Defender,Germany,Noah Katterbach,Hamburger SV,Nike Tiempo Legend 10 Elite,23,180,0
11486,Defender,Germany,Noah König,,,21,188,0
11487,Defender,Switzerland,Noah Loosli,VfL Bochum,Puma Future Ultimate,27,186,0
11488,Midfielder,Belgium,Noah Mbamba,Fortuna Düsseldorf,adidas X Crazyfast Elite,19,187,0
11489,Midfielder,Netherlands,Noah Naujoks,,,22,183,0
11490,Forward,Netherlands,Noah Ohio,,,21,183,0
11491,Forward,Switzerland,Noah Okafor,AC Milan,Puma Future 7 Ultimate,24,185,0
11492,Defender,Sweden,Noah Persson,,Nike Mercurial Vapor 15 Elite,21,184,0
11493,Forward,Germany,Noah Sarenren Bazee,Arminia Bielefeld,Puma Ultra Ultimate,28,183,0
11494,Forward,Germany,Noah Weißhaupt,SC Freiburg,Puma Future 7 Ultimate,22,181,0
11495,Defender,United States,Noahkai Banks,FC Augsburg,,17,193,0
11496,Defender,Belgium,Noë Dussenne,,,32,191,0
11497,Defender,France,Noé Sow,,,25,188,0
11498,Midfielder,Germany,Noël Aséko Nkili,Bayern München,Nike Mercurial Superfly 10 Elite,18,178,0
11499,Forward,Germany,Noel Futkeu,SpVgg Greuther Fürth,,21,183,0
11500,Defender,Germany,Noel Knothe,,,25,188,0
11501,Defender,Senegal,Noël Naby Soumah,,,29,185,0
11502,Forward,Germany,Noel Niemann,,Nike Mercurial Vapor 15 Elite,24,171,0
11503,Midfielder,Gabon,Noha Lemina,,adidas X Crazyfast Elite LL,19,168,0
11504,Midfielder,France,Nolan Bonte,FC Girondins de Bordeaux,adidas X Speedportal+,20,175,0
11505,Midfielder,France,Nolan Ferro,RC Strasbourg Alsace,,18,183,0
11506,Midfielder,-,Nolan Mbemba,,Puma Future Ultimate,29,181,0
11507,Forward,France,Nolan Roux,,adidas X Crazyfast Elite,36,182,0
11508,Forward,Spain,Nolito,,Puma Ultra Ultimate,37,175,0
11509,Midfielder,Brazil,Nonato,,,26,175,0
11510,Forward,England,Noni Madueke,Chelsea,adidas F50 Elite LL,22,182,0
11511,Midfielder,Spain,Nono,,adidas Predator Elite,31,178,0
11512,Goalkeeper,Netherlands,Norbert Alblas,,adidas Predator Elite,29,185,0
11513,Forward,Hungary,Norbert Balogh,,Nike Mercurial Vapor 15 Elite,28,197,0
11514,Defender,Slovakia,Norbert Gyömbér,,adidas X Crazyfast+,32,189,0
11515,Defender,France,Nordi Mukiele,Bayer 04 Leverkusen,Nike Mercurial Vapor 16 Elite,26,187,0
11516,Forward,Morocco,Nordin Amrabat,AEK Athens,Nike Mercurial Vapor 15 Elite,37,179,0
11517,Goalkeeper,Belgium,Nordin Jackers,Club Brugge,,27,187,0
11518,Forward,Morocco,Nordine Kandil,Amiens SC,Nike Mercurial Vapor 14 Elite,22,167,0
11519,Midfielder,Germany,Norman Theuerkauf,1. FC Heidenheim 1846,Nike Phantom GX Elite,37,183,0
11520,Midfielder,Germany,Norman Theuerkauf,,Nike Phantom GX 2 Elite,37,183,0
11521,Defender,Italy,Nosa Edward Obaretin,,,21,193,0
11522,Forward,Mali,Nouha Dicko,,,32,173,0
11523,Defender,Cameroon,Nouhou,,adidas X Speedportal.1,27,178,0
11524,Defender,Morocco,Noussair Mazraoui,Manchester United,Nike Mercurial Vapor 15 Elite,26,183,0
